time,latitude,longitude,depth,mag,place,locationSource
2023-11-06T19:51:09.482Z,32.005,-104.015,5.8841,1.6,"24 km SSE of Malaga, New Mexico",tx
2023-11-06T19:41:31.610Z,37.9878349,-122.4491653,1.55,1.58,"7 km E of Santa Venetia, CA",nc
2023-11-06T19:31:59.010Z,38.8231659,-122.8078308,0.79,2.14,"7 km NW of The Geysers, CA",nc
2023-11-06T19:30:05.410Z,38.8321648,-122.8148346,1.27,1.94,"8 km NW of The Geysers, CA",nc
2023-11-06T19:11:22.173Z,51.1208,-176.8474,18.9,2.1,"85 km S of Adak, Alaska",ak
2023-11-06T19:00:11.305Z,10.6378,-62.3114,10,4.5,"6 km NNW of Güiria, Venezuela",us
2023-11-06T18:57:41.024Z,60.3048,-152.2986,85.1,1.9,"45 km NW of Ninilchik, Alaska",ak
2023-11-06T18:55:38.970Z,19.216,-155.372833333333,33.08,3.68,"Island of Hawaii, Hawaii",hv
2023-11-06T18:55:37.390Z,37.0553322,-121.1291656,-0.18,2.4,"25 km W of Los Banos, CA",nc
2023-11-06T18:12:41.902Z,58.875,-153.8277,13.9,1.6,"83 km SE of Kokhanok, Alaska",ak
2023-11-06T17:56:48.180Z,41.513,-112.8715,10.78,2.21,"47 km SW of Howell, Utah",uu
2023-11-06T16:55:31.169Z,54.9557,-161.2983,67.067,2.7,,us
2023-11-06T16:26:23.100Z,19.1709995269775,-155.503326416016,31.1399993896484,1.84000003,"4 km SW of Pāhala, Hawaii",hv
2023-11-06T16:23:11.033Z,63.5657,-147.4075,0.5,3.2,"76 km ESE of Denali Park, Alaska",ak
2023-11-06T16:19:28.328Z,58.8345,-153.6628,12.3,1.8,"92 km SE of Kokhanok, Alaska",ak
2023-11-06T16:13:28.372Z,59.9242,-153.1193,111.3,2.2,Southern Alaska,ak
2023-11-06T16:01:35.683Z,58.8129,-153.6055,13.1,2,"93 km NNW of Aleneva, Alaska",ak
2023-11-06T15:56:10.760Z,17.9236666666667,-66.288,7.67,2.31,"6 km S of Salinas, Puerto Rico",pr
2023-11-06T15:53:02.260Z,17.939,-66.2635,17.76,2.39,"4 km WSW of Central Aguirre, Puerto Rico",pr
2023-11-06T15:53:00.248Z,59.8008,-150.9927,44.4,1.7,"6 km SSW of Fox River, Alaska",ak
2023-11-06T15:51:57.181Z,38.8881,-118.5976,0,2.2,"19 km ESE of Schurz, Nevada",nn
2023-11-06T15:50:26.840Z,19.5235004425049,-156.452835083008,15.1999998092651,2.84,"49 km WSW of Kailua-Kona, Hawaii",hv
2023-11-06T15:46:34.960Z,17.9206666666667,-66.2841666666667,7.78,2.47,Puerto Rico region,pr
2023-11-06T15:36:44.150Z,-7.5306,127.7471,172.438,5.2,"137 km NE of Lospalos, Timor Leste",us
2023-11-06T15:18:31.970Z,17.9153333333333,-66.2853333333333,12.54,2.06,"7 km S of Salinas, Puerto Rico",pr
2023-11-06T15:06:02.663Z,60.9407,-150.5375,66.2,1.5,"8 km ENE of Point Possession, Alaska",ak
2023-11-06T14:49:09.380Z,44.2628333,-110.6161667,9.34,2.36,"58 km ENE of Warm River, Idaho",uu
2023-11-06T14:48:04.412Z,31.698,-104.176,4.3648,1.7,"54 km W of Mentone, Texas",tx
2023-11-06T14:46:58.350Z,44.2638333,-110.628,7.59,2.14,"57 km ENE of Warm River, Idaho",uu
2023-11-06T14:42:02.620Z,44.2658333,-110.6243333,7.4,2.51,"58 km ENE of Warm River, Idaho",uu
2023-11-06T14:30:02.508Z,61.5622,-151.4293,75.1,1.7,"47 km S of Skwentna, Alaska",ak
2023-11-06T14:29:04.850Z,18.6256666666667,-66.888,14.13,2.65,"16 km NNW of Camuy, Puerto Rico",pr
2023-11-06T13:51:10.713Z,-33.0813,-71.9791,29.004,5.2,"33 km W of Valparaíso, Chile",us
2023-11-06T13:49:19.929Z,59.2973,-152.4229,74.1,2.2,"29 km WSW of Nanwalek, Alaska",ak
2023-11-06T13:29:03.657Z,31.746,-104.133,4.5214,1.7,western Texas,tx
2023-11-06T13:18:39.100Z,61.8198,-151.3452,90.6,1.5,"19 km S of Skwentna, Alaska",ak
2023-11-06T13:16:18.860Z,44.2671667,-110.6285,8.59,1.75,"57 km ENE of Warm River, Idaho",uu
2023-11-06T13:08:09.796Z,-1.3709,126.4512,33.933,4.6,"92 km NE of Sanana, Indonesia",us
2023-11-06T13:00:24.170Z,19.378999710083,-155.234161376953,1.82000005245209,1.81,"7 km S of Volcano, Hawaii",hv
2023-11-06T12:59:46.681Z,58.7552,-153.7591,15.7,1.6,"91 km NNW of Aleneva, Alaska",ak
2023-11-06T12:57:19.720Z,36.5374985,-121.1084976,6.64,1.94,"3 km ENE of Pinnacles, CA",nc
2023-11-06T12:46:34.162Z,-23.3636,170.727,10,4.6,southeast of the Loyalty Islands,us
2023-11-06T12:17:32.530Z,54.8758,-156.269,1.5,3.6,"207 km SE of Chignik, Alaska",ak
2023-11-06T12:09:12.000Z,33.0113333,-116.2505,7.2,2.04,"18 km SW of Ocotillo Wells, CA",ci
2023-11-06T12:04:21.255Z,-1.2269,-24.137,10,5.5,central Mid-Atlantic Ridge,us
2023-11-06T11:33:56.760Z,19.2218341827393,-155.372161865234,30.7299995422363,2.24000001,"11 km E of Pāhala, Hawaii",hv
2023-11-06T11:30:52.740Z,18.0745,-66.9528333333333,10.83,2.38,"0 km ESE of Sabana Grande, Puerto Rico",pr
2023-11-06T11:27:57.586Z,58.6802,-153.8479,1.6,1.7,,ak
2023-11-06T10:50:21.333Z,58.8609,-153.8763,14.4,1.7,"82 km SE of Kokhanok, Alaska",ak
2023-11-06T10:46:40.426Z,28.9234,82.0858,10,5.3,"37 km ENE of Dailekh, Nepal",us
2023-11-06T10:46:29.120Z,19.0738334655762,-155.346664428711,33.2400016784668,2.01999998,"Island of Hawaii, Hawaii",hv
2023-11-06T10:45:51.970Z,58.7257,-153.7423,14.2,2,"88 km NNW of Aleneva, Alaska",ak
2023-11-06T10:03:56.000Z,32.282,-115.1245,11.49,2.01,"2 km WSW of Guadalupe Victoria, B.C., MX",ci
2023-11-06T10:03:23.630Z,17.9151666666667,-66.996,15.97,1.82,Puerto Rico region,pr
2023-11-06T10:03:23.630Z,17.915,-66.9961666666667,16,1.82,Puerto Rico region,pr
2023-11-06T09:48:55.960Z,44.2785,-110.6315,6.22,1.97,"56 km SE of West Yellowstone, Montana",uu
2023-11-06T09:45:12.120Z,19.2113342285156,-155.103332519531,37.8400001525879,1.82000005,"Island of Hawaii, Hawaii",hv
2023-11-06T09:31:40.180Z,38.7789993,-122.7576675,0.74,1.63,"0 km NNW of The Geysers, CA",nc
2023-11-06T09:30:58.620Z,44.2706667,-110.6251667,7.35,1.63,"57 km SE of West Yellowstone, Montana",uu
2023-11-06T09:29:45.540Z,44.2793333,-110.6366667,4.1,1.57,Wyoming,uu
2023-11-06T09:29:26.420Z,63.7577,-148.4933,77.8,1.5,,ak
2023-11-06T09:27:30.078Z,59.9127,-140.7112,2.4,1.9,"68 km NW of Yakutat, Alaska",ak
2023-11-06T09:26:56.366Z,62.1043,-146.6431,35.2,1.6,"10 km WNW of Mendeltna, Alaska",ak
2023-11-06T09:25:06.430Z,44.2788333,-110.6228333,6.12,1.68,"57 km SE of West Yellowstone, Montana",uu
2023-11-06T09:21:00.090Z,44.279,-110.6263333,4.4,2.49,"57 km SE of West Yellowstone, Montana",uu
2023-11-06T09:09:19.960Z,44.2721667,-110.6226667,7.46,1.8,"57 km SE of West Yellowstone, Montana",uu
2023-11-06T09:08:05.580Z,38.8390007,-122.810997,2.08,1.51,"8 km WNW of Cobb, CA",nc
2023-11-06T08:59:07.072Z,63.5664,-147.7226,4.8,1.9,"61 km ESE of Denali Park, Alaska",ak
2023-11-06T08:57:39.833Z,62.5149,-149.5787,46.6,1.8,"27 km ENE of Chase, Alaska",ak
2023-11-06T08:45:03.672Z,60.9305,-150.6751,29.9,1.8,"1 km NE of Point Possession, Alaska",ak
2023-11-06T08:30:41.210Z,37.9606667,-113.4893333,-3.28,1.62,"31 km NNE of Beryl Junction, Utah",uu
2023-11-06T07:51:46.777Z,60.4335,-152.7319,120.7,2.5,"72 km NW of Ninilchik, Alaska",ak
2023-11-06T06:53:38.464Z,62.1633,-145.653,20.1,1.5,"8 km NW of Glennallen, Alaska",ak
2023-11-06T06:53:27.420Z,35.840168,-121.3404999,3.72,2.16,"26 km NNW of San Simeon, CA",nc
2023-11-06T06:50:06.955Z,13.6429,-90.4491,87.072,4.1,near the coast of Guatemala,us
2023-11-06T06:11:27.505Z,58.8021,-153.5763,4.1,1.7,"Kodiak Island region, Alaska",ak
2023-11-06T05:51:40.374Z,58.8261,-153.7147,11.2,2,"91 km SE of Kokhanok, Alaska",ak
2023-11-06T05:44:39.319Z,-34.0768,57.9033,10,5.1,,us
2023-11-06T05:42:51.374Z,38.9932,75.1394,10,4.7,"90 km SW of Kashgar, China",us
2023-11-06T05:38:45.291Z,-6.1869,130.2515,154.849,4.5,"283 km WSW of Tual, Indonesia",us
2023-11-06T05:18:37.614Z,-4.0689,-76.7389,10,4.3,"73 km SSW of Alianza Cristiana, Peru",us
2023-11-06T05:14:56.900Z,19.1893329620361,-155.481506347656,31.8600006103516,1.87,"1 km SSW of Pāhala, Hawaii",hv
2023-11-06T04:55:56.530Z,17.9801666666667,-66.8221666666667,15.59,3.01,"1 km S of Indios, Puerto Rico",pr
2023-11-06T04:54:45.734Z,31.674,-104.445,4.7352,1.6,western Texas,tx
2023-11-06T04:36:31.932Z,63.5495,-147.6914,16.1,2.2,"63 km ESE of Denali Park, Alaska",ak
2023-11-06T04:29:27.642Z,-24.0649,-179.6961,465.414,4.4,,us
2023-11-06T03:53:29.939Z,63.8104,-148.7588,106.5,1.6,"11 km ESE of Healy, Alaska",ak
2023-11-06T03:26:00.099Z,63.455,-149.359,66,1.5,"21 km WNW of Cantwell, Alaska",ak
2023-11-06T03:24:03.980Z,57.9176,-155.7912,9,2,Alaska Peninsula,ak
2023-11-06T03:21:29.610Z,37.4938316,-121.8731689,3.41,1.64,"8 km NNE of Milpitas, CA",nc
2023-11-06T02:47:53.250Z,38.9861679,-123.2193298,6.08,1.67,"13 km ESE of Boonville, CA",nc
2023-11-06T02:36:45.882Z,61.9852,-148.3956,28.7,1.8,Southern Alaska,ak
2023-11-06T02:28:17.990Z,38.0771667,-118.7378333,3.65,1.65,"28 km ESE of Bodie, CA",nc
2023-11-06T02:24:18.290Z,18.1611,-68.0998,86,3.79,"56 km SE of Punta Cana, Dominican Republic",pr
2023-11-06T02:10:19.610Z,44.7306666666667,-113.959833333333,15.21,2.33,"33 km NE of Challis, Idaho",mb
2023-11-06T02:01:55.050Z,33.2996667,-115.6821667,3.38,1.93,"7 km SE of Bombay Beach, CA",ci
2023-11-06T01:58:37.324Z,61.3495,-147.6512,18.3,1.8,"51 km S of Glacier View, Alaska",ak
2023-11-06T01:55:37.100Z,33.2958333,-115.6783333,4.43,1.56,"8 km SE of Bombay Beach, CA",ci
2023-11-06T01:51:05.370Z,40.1288333,-121.1141667,0.87,3.35,"6 km SW of Canyondam, CA",nc
2023-11-06T01:35:42.034Z,58.8575,-153.758,15.9,2.3,"87 km SE of Kokhanok, Alaska",ak
2023-11-06T01:11:58.882Z,58.7372,-153.405,16.6,1.9,"80 km NNW of Aleneva, Alaska",ak
2023-11-06T01:11:01.780Z,35.9381667,-120.4875,9.61,2.76,"7 km NW of Parkfield, CA",nc
2023-11-06T00:19:50.880Z,38.8371658,-122.8258362,1.84,1.7,"9 km NW of The Geysers, CA",nc
2023-11-05T23:51:17.287Z,54.414,-161.7034,14,1.8,"82 km SSE of King Cove, Alaska",ak
2023-11-05T23:40:58.190Z,17.8718,-65.5571,22,3.7,,pr
2023-11-05T23:37:50.042Z,60.0136,-152.9914,103.2,1.8,"67 km ENE of Pedro Bay, Alaska",ak
2023-11-05T23:36:41.819Z,31.698,-104.174,4.4104,1.6,"54 km W of Mentone, Texas",tx
2023-11-05T23:07:01.506Z,31.559,-104.12,4.4798,1.6,"41 km NW of Toyah, Texas",tx
2023-11-05T22:57:46.213Z,40.366,63.1164,11.615,4.6,"38 km NW of Gazli, Uzbekistan",us
2023-11-05T22:57:18.650Z,32.312,-101.828,7.0185,1.8,"20 km N of Stanton, Texas",tx
2023-11-05T22:53:45.441Z,61.9931,-150.2673,21,1.6,"28 km SW of Susitna North, Alaska",ak
2023-11-05T22:35:58.110Z,19.293,-155.384333333333,2.18,2.12,"14 km NE of Pāhala, Hawaii",hv
2023-11-05T22:22:06.122Z,61.3526,-150.3191,39.3,2.6,Southern Alaska,ak
2023-11-05T22:18:41.063Z,61.6707,-151.525,79.1,2,"36 km S of Skwentna, Alaska",ak
2023-11-05T21:46:36.600Z,38.7876663,-122.7448349,0.94,1.59,"2 km NE of The Geysers, CA",nc
2023-11-05T21:46:32.200Z,38.7879982,-122.7444992,1.56,1.89,"2 km NE of The Geysers, CA",nc
2023-11-05T21:34:00.772Z,63.2998,-150.2063,28.1,1.7,"63 km W of Cantwell, Alaska",ak
2023-11-05T21:27:13.070Z,36.3725014,-120.9304962,12.74,1.65,"24 km WSW of New Idria, CA",nc
2023-11-05T21:15:01.684Z,63.1353,-151.3316,2.4,2.3,"49 km SSE of Denali National Park, Alaska",ak
2023-11-05T21:00:51.640Z,34.6473333,-116.293,3.01,1.72,"15 km SW of Ludlow, CA",ci
2023-11-05T20:53:08.251Z,60.0487,-152.1191,75.8,1.9,"24 km WNW of Happy Valley, Alaska",ak
2023-11-05T20:42:34.069Z,12.6579,-90.4237,10,4.4,off the coast of Central America,us
2023-11-05T20:36:36.680Z,35.0333333,-116.976,3.25,2.1,"16 km NNE of Barstow, CA",ci
2023-11-05T20:28:42.476Z,31.581,-104.535,3.4645,1.6,western Texas,tx
2023-11-05T18:57:53.760Z,19.2434997558594,-155.401992797852,31.3400001525879,1.98000002,,hv
2023-11-05T18:56:08.066Z,14.1607,-91.1962,90.784,4.4,"12 km ESE of Nueva Concepción, Guatemala",us
2023-11-05T18:44:58.029Z,62.4593,-149.3968,0,1.7,"36 km E of Chase, Alaska",ak
2023-11-05T18:39:56.111Z,42.8957,-106.7677,5,2.9,"23 km SE of Powder River, Wyoming",us
2023-11-05T18:38:37.012Z,63.1363,-151.4743,0,1.7,"46 km SSE of Denali National Park, Alaska",ak
2023-11-05T18:30:06.950Z,36.037,-97.39766667,13.93,1.55,"3 km SSE of Mulhall, Oklahoma",ok
2023-11-05T18:21:35.831Z,63.0281,-149.8547,78.4,1.6,"60 km SW of Cantwell, Alaska",ak
2023-11-05T17:47:56.400Z,35.678833,-121.2583313,10.12,1.61,"7 km WNW of San Simeon, CA",nc
2023-11-05T17:46:50.886Z,51.6954,-172.416,35,3.2,"134 km ESE of Atka, Alaska",us
2023-11-05T17:33:01.820Z,33.3471667,-116.3576667,10.73,1.67,"10 km N of Borrego Springs, CA",ci
2023-11-05T17:15:11.010Z,17.9433333333333,-67.0931666666667,13.46,2.59,"6 km SW of La Parguera, Puerto Rico",pr
2023-11-05T17:10:08.366Z,37.8236,141.8594,54.529,4.7,"77 km SSE of Onagawa Chō, Japan",us
2023-11-05T17:08:29.750Z,46.762,-121.9175,3.07,1.68,"8 km E of Ashford, Washington",uw
2023-11-05T17:03:38.528Z,-11.9586,166.6294,215.962,4.5,"163 km SSE of Lata, Solomon Islands",us
2023-11-05T16:08:11.787Z,61.5098,-150.1872,33.4,1.8,Southern Alaska,ak
2023-11-05T15:48:20.994Z,31.674,-104.422,5.9259,2.9,western Texas,tx
2023-11-05T15:48:11.173Z,-20.2143,-70.1323,49.692,3.3,"Near the coast of Tarapaca, Chile",us
2023-11-05T15:40:03.285Z,31.204,-103.773,5.0955,1.8,"12 km S of Toyah, Texas",tx
2023-11-05T15:29:17.879Z,-20.4476,169.3836,31.636,5.7,"100 km S of Isangel, Vanuatu",us
2023-11-05T14:52:26.490Z,36.283,-89.5138333333333,7.5,1.7,"3 km NW of Ridgely, Tennessee",nm
2023-11-05T14:45:17.289Z,42.7487,142.5765,120.532,4.4,"30 km SSE of Shimukappu, Japan",us
2023-11-05T14:41:02.711Z,61.6298,-149.679,29.9,1.7,"4 km W of Meadow Lakes, Alaska",ak
2023-11-05T14:17:23.998Z,59.7964,-153.5995,130.5,2.2,,ak
2023-11-05T14:05:15.484Z,60.3319,-143.0909,10,1.6,"123 km S of McCarthy, Alaska",ak
2023-11-05T13:55:32.929Z,34.53,-97.49316667,5.05,1.58,"5 km NNW of Tatums, Oklahoma",ok
2023-11-05T13:51:47.240Z,33.2976667,-115.6755,7.46,1.72,"8 km SE of Bombay Beach, CA",ci
2023-11-05T13:50:48.176Z,41.0879,19.9343,36.436,4.3,"7 km NNW of Cërrik, Albania",us
2023-11-05T13:48:51.698Z,-24.3153,-67.2876,211.725,4.6,Chile-Argentina border region,us
2023-11-05T13:32:25.678Z,31.67,-104.409,6.1573,2,"56 km S of Whites City, New Mexico",tx
2023-11-05T13:30:52.852Z,31.683,-104.404,6.6457,1.6,"54 km S of Whites City, New Mexico",tx
2023-11-05T13:27:28.428Z,51.5184,178.3647,80.999,5.1,"Rat Islands, Aleutian Islands, Alaska",us
2023-11-05T13:18:16.162Z,37.3966,-117.0969,5.8,1.9,"36 km SSE of Goldfield, Nevada",nn
2023-11-05T12:48:57.042Z,60.048,-140.013,9.5,1.5,"58 km NNW of Yakutat, Alaska",ak
2023-11-05T12:30:33.346Z,-33.4523,-68.687,51.664,4.6,"45 km SSW of San Martín, Argentina",us
2023-11-05T11:43:07.120Z,51.4292,-176.1603,38.67,4.1,"59 km SSE of Adak, Alaska",us
2023-11-05T11:34:31.617Z,57.6686,-156.1831,2.3,2.4,"74 km ENE of Ugashik, Alaska",ak
2023-11-05T11:08:22.466Z,31.748,-104.178,6.4015,1.9,"51 km SSE of Whites City, New Mexico",tx
2023-11-05T10:59:58.426Z,58.026,-152.6142,36,2.1,"13 km NNW of Ouzinkie, Alaska",ak
2023-11-05T10:01:31.180Z,34.415,-119.167,4.68,2.86,"8 km ESE of Ojai, CA",ci
2023-11-05T09:49:42.617Z,61.0361,-152.3726,123.2,1.8,"66 km W of Tyonek, Alaska",ak
2023-11-05T09:24:05.820Z,19.1900005340576,-155.481826782227,31.0499992370605,2.01999998,"1 km SSW of Pāhala, Hawaii",hv
2023-11-05T09:07:46.350Z,19.2901668548584,-155.3818359375,1.10000002384186,1.75,"14 km NE of Pāhala, Hawaii",hv
2023-11-05T09:03:33.345Z,33.1688,45.9473,15.157,4.1,"20 km WNW of Mehrān, Iran",us
2023-11-05T08:56:49.672Z,31.678,-104.491,7.914,1.6,"56 km S of Whites City, New Mexico",tx
2023-11-05T08:54:45.530Z,31.603,-104.528,3.8771,1.7,"65 km SSW of Whites City, New Mexico",tx
2023-11-05T08:52:06.077Z,59.9714,-140.1972,4.6,1.5,Southeastern Alaska,ak
2023-11-05T08:35:48.142Z,63.4746,-149.5804,97.9,1.6,"32 km WNW of Cantwell, Alaska",ak
2023-11-05T08:28:02.729Z,31.684,-104.353,4.0485,1.6,,tx
2023-11-05T08:20:12.461Z,60.7583,-150.8834,49.3,1.8,"21 km SSW of Point Possession, Alaska",ak
2023-11-05T07:50:05.510Z,39.8358333,-120.7926667,-0.97,2.23,"8 km S of Spring Garden, CA",nc
2023-11-05T07:48:04.550Z,17.8885,-66.9275,13.84,2.98,"9 km SSW of Guánica, Puerto Rico",pr
2023-11-05T07:32:44.300Z,17.985,-65.3993333333333,7.27,3.27,"14 km SSE of Esperanza, Puerto Rico",pr
2023-11-05T07:27:17.360Z,17.9873333333333,-66.4265,10.83,2.48,"1 km E of Playita Cortada, Puerto Rico",pr
2023-11-05T07:23:20.401Z,36.7829,68.3815,64.575,4.3,"Hindu Kush region, Afghanistan",us
2023-11-05T07:22:33.015Z,31.667,-104.311,6.6971,1.9,"56 km S of Whites City, New Mexico",tx
2023-11-05T07:13:34.385Z,31.651,-104.299,4.9952,1.5,"58 km S of Whites City, New Mexico",tx
2023-11-05T06:56:09.660Z,17.9796666666667,-65.3843333333333,10.1,3.07,"15 km SE of Esperanza, Puerto Rico",pr
2023-11-05T06:35:30.295Z,63.0771,-150.7943,119.6,1.9,"64 km N of Petersville, Alaska",ak
2023-11-05T06:20:14.330Z,31.668,-104.497,5.9773,2.7,"57 km SSW of Whites City, New Mexico",tx
2023-11-05T06:17:55.050Z,38.7901649,-122.7460022,1.7,2.02,"2 km NNE of The Geysers, CA",nc
2023-11-05T05:50:17.974Z,-22.9901,172.4326,10,4.5,southeast of the Loyalty Islands,us
2023-11-05T05:40:17.930Z,18.761,-67.4198333333333,20.89,3.08,"45 km NW of San Antonio, Puerto Rico",pr
2023-11-05T05:36:48.650Z,18.7551666666667,-67.4141666666667,17.73,3.05,"44 km NW of San Antonio, Puerto Rico",pr
2023-11-05T05:34:48.350Z,60.5777,-151.2057,26.1,1.8,"3 km NE of Kenai, Alaska",ak
2023-11-05T05:24:29.350Z,36.4393333,-120.3236667,6.03,1.54,"7 km S of Cantua Creek, CA",nc
2023-11-05T05:16:42.756Z,39.884,143.1796,36.777,4.6,"109 km ENE of Miyako, Japan",us
2023-11-05T05:14:26.920Z,32.8633333,-115.7538333,9.69,2.65,"17 km W of Imperial, CA",ci
2023-11-05T05:12:57.650Z,32.8643333,-115.7388333,13.16,3.87,"16 km W of Imperial, CA",ci
2023-11-05T05:02:12.958Z,61.6327,-149.6487,29.8,1.5,Southern Alaska,ak
2023-11-05T04:58:56.440Z,62.967,-148.3758,44.6,1.8,"55 km SSE of Cantwell, Alaska",ak
2023-11-05T04:57:56.490Z,18.0281666666667,-66.774,11.78,2.06,"1 km NNW of Magas Arriba, Puerto Rico",pr
2023-11-05T04:54:46.172Z,31.578,-104.529,4.0185,1.6,"66 km NNE of Van Horn, Texas",tx
2023-11-05T04:46:47.210Z,39.2486667,-122.7183333,7.4,1.73,"18 km NE of Nice, CA",nc
2023-11-05T04:40:23.290Z,37.7628326,-122.0136642,7.38,1.5,"4 km WSW of San Ramon, CA",nc
2023-11-05T04:40:11.380Z,36.6681671,-121.3216629,0.98,1.76,"14 km S of Tres Pinos, CA",nc
